MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,stage,exclude_nuclear,exclude_moderate,exclude_conservative,exclude_heavy,exclude_heavy_moderate,exclude_all_suspect,exclude_from_temp_model,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47
PK95-SC-23,11.25648407,NA,NA,1,21.49733125,NA,NA,1,-94.10682535,NA,NA,1,1,1495,12,12,23.52,11.32007667252144,21.73006359163621,3,34.03333333333333,4.015387071420802,2.318284806585343,30.5,38.4,7.899999999999999,-8.54567521,-8.430584045,22.228742296666667,Session 1,"4702, 4741, 4749",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.006666666666668,0.02027587510099413,6,-8.698333333333334,0.06630317572417721,6,21.943333333333335,0.0693140998963734,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,34.03333333333333,2.318284806585343,1,IPL,27.10736255286428,TRUE
PK95-SC-80-n1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,NA,NA,NA,2,23.35,10.394469683442248,7.349999999999999,16,30.7,14.7,-9.6310303045,-7.973432857000001,22.700028595,"Session 1, Session 2","4758, 4854",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,23.35,7.349999999999998,1,IPL,26.91111111111111,TRUE
PK95-SC-80-n2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,NA,NA,NA,2,23.35,3.181980515339464,2.25,21.1,25.6,4.5,-14.722874195,-7.7878648855,22.89133433,Session 1,"4705, 4779",primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,23.35,2.25,1,IPL,25.121054354944334,TRUE
PK95-SC-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.53,NA,1,-7.94,NA,1,22.72,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9511,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.490604695385937,4.635351279189256,18.405316188174996,36.57589320259687,NA,NA,0,NA,NA,FALSE
PB-00-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495.4,NA,NA,NA,NA,NA,2,26.3,3.818376618407356,2.6999999999999993,23.6,29,5.399999999999999,-9.7539926305,-8.3811973095,22.27965607,Session 2,"4898, 4899",primary,PB-00-03-10,-9.486684865,-8.343812606,0.04297839,22.31819670822248,0.580496341,0.003360098,29.6,3.4,-5.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.425,0.14361406616345093,4,-8.425,0.25617376914898987,4,22.234499,0.2640946620910772,4,55.9499,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.331616944089124,4.5264593374668465,18.459756642654106,36.20347724552414,28.663163064833004,1.438595828152576,2,"CU, IPL",26.571054354944334,TRUE
PB-00-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-11,-9.570683039,-8.183042688,0.033071242,22.48393763208704,0.585868693,0.007006512,27.7,4.2,-5.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.875,0.11086778913041724,4,-9.65,0.02886751345948118,4,20.971622,0.02976009697564747,4,55.9406,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.88441968778411,1.7999590696066763,24.356499911355023,31.412339464213197,27.7,2.1,1,CU,28.187721021611,TRUE
PB-00-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.6,0.3763863263545405,4,-8.025,0.1701714821388514,4,22.646867,0.175433184366584,4,55.93767441860465,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.50326141235574,1.7999590696066763,24.975341635926654,32.03118118878483,NA,NA,0,NA,NA,FALSE
PB-00-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-13,-9.924835243,-7.792179248,0.075409558,22.886886569651843,0.584453852,0.004538279,28.2,3.6,-4.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2,0.10801234497346436,4,-8.65,0.14999999999999997,4,22.002542,0.15463800000000028,4,55.93627906976744,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.82562901085793,1.937352144896052,25.02841880686167,32.622839214854196,28.199999999999996,1.8,1,CU,29.23333333333333,TRUE
PB-00-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.4,0.0707106781186545,4,-9.075,0.10307764064044146,4,21.564401,0.10626480128904416,4,55.93488372093023,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,29.1445865821728,1.937352144896052,25.347376378176538,32.941796786169064,NA,NA,0,NA,NA,FALSE
PB-00-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.5,0.14142135623730942,4,-8.174999999999999,0.02499999999999991,4,22.492229,0.02577300000000004,4,55.93186046511628,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,29.846989959487683,1.937352144896052,26.04977975549142,33.644200163483944,NA,NA,0,NA,NA,FALSE
PK95-SC-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.56,NA,1,-7.58,NA,1,23.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.929402985074624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.43406258784727,1.644239001479715,27.211354144947027,33.65677103074751,NA,NA,0,NA,NA,FALSE
PK95-SC-67-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.29,0.0699999999999994,2,-8.184999999999999,0.08499999999999996,2,22.47,0.08999999999999986,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.929402985074624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.43406258784727,1.644239001479715,27.211354144947027,33.65677103074751,NA,NA,0,NA,NA,FALSE
PK95-SC-24-LW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.028,0.2534048144767578,5,-7.958,0.1001199280862706,5,22.708,0.10389417693018178,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.927014925373136,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.95723435666728,1.644239001479715,27.734525913767037,34.17994279956752,NA,NA,0,NA,NA,FALSE
PB-00-03-14,11.704975739999998,0.06839792982729223,0.04836463999999996,2,22.40176183,0.12867814652734264,0.09098919000000016,2,-93.071422265,0.4558668415809753,0.3223465350000012,2,2,1504.9,12,8.48528137423857,16.631151493507595,11.773747028696269,22.654565516540217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-14,-12.85556148,-8.368606213,0.104848633,22.29263648289404,0.574361129,0.005036208,31.8,3.8,-4.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.875,0.06291528696058978,4,-8.525,0.17969882210706525,4,22.131407,0.185255109686616,4,55.92432835820895,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.625089287555575,1.8824244723194101,27.93553732180953,35.314641253301616,31.799999999999997,1.9,1,CU,31.03901110412738,TRUE
PB-00-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.15,0.04999999999999982,2,-8.55,0.04999999999999982,2,22.105634,0.05154600000000009,2,55.92432835820895,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.625089287555575,1.8824244723194101,27.93553732180953,35.314641253301616,NA,NA,0,NA,NA,FALSE
PK95-SC-24-UP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.625,0.05499999999999971,2,-8.55,0.05999999999999961,2,22.095,0.0649999999999995,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.92402985074627,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.705434386965134,1.8824244723194101,28.01588242121909,35.39498635271118,NA,NA,0,NA,NA,FALSE
PB-00-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.875,0.1887458608817686,4,-8.95,0.02886751345948118,4,21.693266,0.0297600969756485,4,55.91959872611465,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.00772369701608,1.8824244723194101,29.318171731270038,36.697275662762124,NA,NA,0,NA,NA,FALSE
PB-00-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.07500000000000008,4,-7.875,0.118145390656315,4,22.801505,0.1217984461354078,4,55.91879617834395,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.274657718922,1.8824244723194101,29.585105753175956,36.96420968466804,NA,NA,0,NA,NA,FALSE
PB-00-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.875,0.21691835198657455,8,-8.4875,0.11563103266115776,8,22.1700665,0.11920634419104088,8,55.917458598726114,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.71055905670978,1.8824244723194101,30.02100709096374,37.400111022455825,NA,NA,0,NA,NA,FALSE
PB-00-03-16,10.992328719,1.6861699148172216,1.1923021810000003,2,20.988190685,3.1679278216524853,2.240063245,2,-89.435965165,13.504024892784706,9.548787575000006,2,2,1507.4,13.504024892784706,9.548787575000006,18.71562364700001,11.052966343559234,21.20999177584548,3,32.3,2.487971060924945,1.4364307617610157,29.6,34.5,4.899999999999999,-14.551922356666667,-7.7163561959999996,22.965054073333334,Session 2,"4865, 4866, 4868",primary,PB-00-03-16,-14.65522362,-7.830779304,0.118200551,22.84709299992032,0.567372939,0.003250028,34.4,3.6,-3.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.275,0.10307764064044166,4,-8.225,0.12499999999999996,4,22.440683,0.12886500000000023,4,55.917191082802546,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.79558184975619,1.8824244723194101,30.106029884010145,37.48513381550223,33.11703331238215,1.12274916252965,2,"CU, IPL",33.83901110412738,TRUE
PB-00-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-17,-14.94855745,-7.704695354,0.097055277,22.977075465654323,0.56147866,0.007038426,36.6,4.8,-3.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.5,0.04082482904638616,4,-9.2,0.07071067811865492,4,21.43305925,0.07409680557596589,4,55.91612101910828,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.12559520710481,1.8824244723194101,30.436043241358764,37.81514717285085,36.6,2.4,1,CU,34.37234443746072,TRUE
PB-00-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.2375,0.09624652127294184,8,-8.7375,0.04977628523130852,8,21.9123365,0.05131536797066055,8,55.915585987261146,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.283504378711456,1.8824244723194101,30.59395241296541,37.9730563444575,NA,NA,0,NA,NA,FALSE
PB-00-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.875,0.19311050377094127,4,-7.625,0.10307764064044156,4,23.059235,0.10626480128904336,4,55.91424840764331,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.65490694304931,1.8824244723194101,30.965354977303267,38.34445890879535,NA,NA,0,NA,NA,FALSE
PB-00-01-07,12.20572394,0.7039379104309306,0.4977592699999995,2,23.314617445,1.3251327662671626,0.9370103649999988,2,-104.3940687,4.2678042132986596,3.017793300000001,2,2,1508.7,12,8.48528137423857,16.631151493507595,12.280517783010314,23.58852770033293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-01-07,-14.63455875,-7.784336778,0.067027511,22.894971528824243,0.570113875,0.004544077,33.4,3.8,-3.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.1493039405597408,4,-8,0.05773502691896237,4,22.67264,0.059520193951297,4,55.91371337579618,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.79350112855488,1.8824244723194101,31.103949162808835,38.48305309430092,33.4,1.9,1,CU,35.1,TRUE
PB-00-01-07.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.275,0.24622144504490223,4,-8.225,0.02500000000000035,4,22.440683,0.02577300000000004,4,55.91023566878981,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.55989384367309,2.080064101576359,31.482968204583422,39.63681948276275,NA,NA,0,NA,NA,FALSE
PB-00-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.5,0.1732050807568878,4,-8.85,0.2327373340628157,4,21.796358,0.23993357243203836,4,55.90996815286624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.610449512848646,2.080064101576359,31.53352387375898,39.68737515193831,NA,NA,0,NA,NA,FALSE
PB-00-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.95,0.27537852736430507,4,-8.325,0.0946484724300046,4,22.337591,0.09757500319754048,4,55.90943312101911,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.70851753436642,2.080064101576359,31.631591895276756,39.78544317345609,NA,NA,0,NA,NA,FALSE
PK95-SC-67-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.87,0.1299999999999999,2,-8.705,0.14499999999999957,2,21.94,0.15000000000000036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.90729299363058,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.065305628338216,2.080064101576359,31.98837998924855,40.14223126742788,NA,NA,0,NA,NA,FALSE
PB-00-01-09D,11.14017165,0.8143457428645134,0.4071728714322567,4,21.2861505775,1.538395325459076,0.7691976627295379,4,-91.249083335,10.905816643322291,5.4529083216611465,4,4,1511.7,12,6,11.76,11.2024544276057,21.514316731278793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6,0.09128709291752768,4,-8.4,0.08164965809277268,4,22.260272,0.08417426552100128,4,55.90568789808917,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.30341777106056,2.080064101576359,32.22649213197089,40.380343410150225,NA,NA,0,NA,NA,FALSE
PB-00-01-09C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.05,0.04999999999999982,4,-8.75,0.09574271077563394,4,21.89945,0.0987030753928166,4,55.904617834394905,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.45228907772517,2.080064101576359,32.3753634386355,40.529214716814835,NA,NA,0,NA,NA,FALSE
PB-00-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-20,-14.49982912,-8.01233627,0.010430627,22.6599222925316,0.564882475,0.004011078,35.3,3.8,-3.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.875,0.02499999999999991,4,-9,0.3027650354097493,4,21.64172,0.3121265303046183,4,55.90408280254777,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.52459718707825,2.080064101576359,32.447671547988584,40.601522826167916,35.3,1.9,1,CU,36.36666666666667,TRUE
PB-00-01-09B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.725,0.08539125638299679,4,-8.725,0.09464847243000464,4,21.925223,0.09757500319754048,4,55.9038152866242,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.56033541192522,2.080064101576359,32.48340977283556,40.63726105101489,NA,NA,0,NA,NA,FALSE
PB-00-01-09A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.7,0.14719601443879743,4,-8.174999999999999,0.18874586088176865,4,22.492229,0.19458188290023337,4,55.90274522292994,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.700703704582985,2.080064101576359,32.62377806549332,40.77762934367265,NA,NA,0,NA,NA,FALSE
PB-00-01-10D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.65,0.04999999999999982,2,-7.85,0.05000000000000026,2,22.827278,0.05154600000000009,2,55.90167515923567,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.837021099397155,2.080064101576359,32.76009546030749,40.91394673848682,NA,NA,0,NA,NA,FALSE
PB-00-01-10C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.3,0.2041241452319313,4,-8.7,0.14719601443879743,4,21.950996,0.15174731520524534,4,55.9006050955414,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.96940022693236,2.080064101576359,32.89247458784269,41.04632586602202,NA,NA,0,NA,NA,FALSE
